"Rk","Wk","Date","Time","Day","Away","Pts","none","Home","Pts","TV","Notes","Away_CFB_Stats_Team_Code","Away_CFB_Stats_Name","Home_CFB_Stats_Team_Code","Home_CFB_Stats_Name"
"404","7","Oct 17 2015","","Sat","Appalachian State","0",NA,"Louisiana-Monroe","0","","",27,"Appalachian State",498,"Louisiana-Monroe"
"405","7","Oct 17 2015","","Sat","Arizona","0",NA,"Colorado","0","","",29,"Arizona",157,"Colorado"
"406","7","Oct 17 2015","","Sat","Arizona State","0",NA,"Utah","0","","",28,"Arizona State",732,"Utah"
"407","7","Oct 17 2015","","Sat","Boise State","0",NA,"Utah State","0","","",66,"Boise State",731,"Utah State"
"408","7","Oct 17 2015","","Sat","Boston College","0",NA,"Clemson","0","","",67,"Boston College",147,"Clemson"
"409","7","Oct 17 2015","","Sat","Buffalo","0",NA,"Central Michigan","0","","",86,"Buffalo",129,"Central Michigan"
"410","7","Oct 17 2015","","Sat","Central Florida","0",NA,"Temple","0","","",128,"UCF",690,"Temple"
"411","7","Oct 17 2015","","Sat","Cincinnati","0",NA,"Brigham Young","0","","",140,"Cincinnati",77,"BYU"
"412","7","Oct 17 2015","","Sat","Eastern Michigan","0",NA,"Toledo","0","","",204,"Eastern Michigan",709,"Toledo"
"413","7","Oct 17 2015","","Sat","Florida","0",NA,"Louisiana State","0","","",235,"Florida",365,"LSU"
"414","7","Oct 17 2015","","Sat","Florida International","0",NA,"Middle Tennessee State","0","","",231,"Florida International",419,"Middle Tennessee"
"415","7","Oct 17 2015","","Sat","Georgia State","0",NA,"Ball State","0","","",254,"Georgia State",47,"Ball State"
"416","7","Oct 17 2015","","Sat","Hawaii","0",NA,"New Mexico","0","","",277,"Hawai'i",473,"New Mexico"
"417","7","Oct 17 2015","","Sat","Idaho","0",NA,"Troy","0","","",295,"Idaho",716,"Troy"
"418","7","Oct 17 2015","","Sat","Iowa","0",NA,"Northwestern","0","","",312,"Iowa",509,"Northwestern"
"419","7","Oct 17 2015","","Sat","Kent State","0",NA,"Massachusetts","0","","",331,"Kent State",400,"Massachusetts"
"420","7","Oct 17 2015","","Sat","Louisiana Tech","0",NA,"Mississippi State","0","","",366,"Louisiana Tech",430,"Mississippi State"
"421","7","Oct 17 2015","","Sat","Louisville","0",NA,"Florida State","0","","",367,"Louisville",234,"Florida State"
"422","7","Oct 17 2015","","Sat","Marshall","0",NA,"Florida Atlantic","0","","",388,"Marshall",229,"Florida Atlantic"
"423","7","Oct 17 2015","","Sat","Michigan State","0",NA,"Michigan","0","","",416,"Michigan State",418,"Michigan"
"424","7","Oct 17 2015","","Sat","Mississippi","0",NA,"Memphis","0","","",433,"Mississippi",404,"Memphis"
"425","7","Oct 17 2015","","Sat","Missouri","0",NA,"Georgia","0","","",434,"Missouri",257,"Georgia"
"426","7","Oct 17 2015","","Sat","Nebraska","0",NA,"Minnesota","0","","",463,"Nebraska",428,"Minnesota"
"427","7","Oct 17 2015","","Sat","Nevada","0",NA,"Wyoming","0","","",466,"Nevada",811,"Wyoming"
"428","7","Oct 17 2015","","Sat","Nevada-Las Vegas","0",NA,"Fresno State","0","","",465,"UNLV",96,"Fresno State"
"429","7","Oct 17 2015","","Sat","New Mexico State","0",NA,"Georgia Southern","0","","",472,"New Mexico State",253,"Georgia Southern"
"430","7","Oct 17 2015","","Sat","Northern Illinois","0",NA,"Miami (OH)","0","","",503,"Northern Illinois",414,"Miami (Ohio)"
"431","7","Oct 17 2015","","Sat","Oklahoma","0",NA,"Kansas State","0","","",522,"Oklahoma",327,"Kansas State"
"432","7","Oct 17 2015","","Sat","Oregon","0",NA,"Washington","0","","",529,"Oregon",756,"Washington"
"433","7","Oct 17 2015","","Sat","Oregon State","0",NA,"Washington State","0","","",528,"Oregon State",754,"Washington State"
"434","7","Oct 17 2015","","Sat","Penn State","0",NA,"Ohio State","0","","",539,"Penn State",518,"Ohio State"
"435","7","Oct 17 2015","","Sat","Pittsburgh","0",NA,"Georgia Tech","0","","",545,"Pittsburgh",255,"Georgia Tech"
"436","7","Oct 17 2015","","Sat","Purdue","0",NA,"Wisconsin","0","","",559,"Purdue",796,"Wisconsin"
"437","7","Oct 17 2015","","Sat","Rutgers","0",NA,"Indiana","0","","",587,"Rutgers",306,"Indiana"
"438","7","Oct 17 2015","","Sat","San Diego State","0",NA,"San Jose State","0","","",626,"San Diego State",630,"San Jose State"
"439","7","Oct 17 2015","","Sat","South Florida","0",NA,"Connecticut","0","","",651,"South Florida",164,"Connecticut"
"440","7","Oct 17 2015","","Sat","Southern California","0",NA,"Notre Dame","0","","",657,"USC",513,"Notre Dame"
"441","7","Oct 17 2015","","Sat","Syracuse","0",NA,"Virginia","0","","",688,"Syracuse",746,"Virginia"
"442","7","Oct 17 2015","","Sat","Texas Christian","0",NA,"Iowa State","0","","",698,"TCU",311,"Iowa State"
"443","7","Oct 17 2015","","Sat","Texas Tech","0",NA,"Kansas","0","","",700,"Texas Tech",328,"Kansas"
"444","7","Oct 17 2015","","Sat","Texas-San Antonio","0",NA,"Southern Mississippi","0","","",706,"UTSA",664,"Southern Mississippi"
"445","7","Oct 17 2015","","Sat","Tulsa","0",NA,"East Carolina","0","","",719,"Tulsa",196,"East Carolina"
"446","7","Oct 17 2015","","Sat","UNC Charlotte","0",NA,"Old Dominion","0","","",NA,NA,523,"Old Dominion"
"447","7","Oct 17 2015","","Sat","Vanderbilt","0",NA,"South Carolina","0","","",736,"Vanderbilt",648,"South Carolina"
"448","7","Oct 17 2015","","Sat","Virginia Tech","0",NA,"Miami (FL)","0","","",742,"Virginia Tech",415,"Miami (Florida)"
"449","7","Oct 17 2015","","Sat","Wake Forest","0",NA,"North Carolina","0","","",749,"Wake Forest",457,"North Carolina"
"450","7","Oct 17 2015","","Sat","West Virginia","0",NA,"Baylor","0","","",768,"West Virginia",51,"Baylor"
"451","7","Oct 17 2015","","Sat","Western Kentucky","0",NA,"North Texas","0","","",772,"Western Kentucky",497,"North Texas"
"452","7","Oct 17 2015","","Sat","Western Michigan","0",NA,"Ohio","0","","",774,"Western Michigan",519,"Ohio"
"453","8","Oct 20 2015","","Tue","Louisiana-Lafayette","0",NA,"Arkansas State","0","","",671,"Louisiana-Lafayette",30,"Arkansas State"
"454","8","Oct 22 2015","","Thu","California","0",NA,"UCLA","0","","",107,"California",110,"UCLA"
"455","8","Oct 22 2015","","Thu","Georgia Southern","0",NA,"Appalachian State","0","","",253,"Georgia Southern",27,"Appalachian State"
"456","8","Oct 22 2015","","Thu","Temple","0",NA,"East Carolina","0","","",690,"Temple",196,"East Carolina"
"457","8","Oct 23 2015","","Fri","Memphis","0",NA,"Tulsa","0","","",404,"Memphis",719,"Tulsa"
"458","8","Oct 24 2015","","Sat","Army","0",NA,"Rice","0","","",725,"Army",574,"Rice"
"459","8","Oct 24 2015","","Sat","Auburn","0",NA,"Arkansas","0","","",37,"Auburn",31,"Arkansas"
"460","8","Oct 24 2015","","Sat","Boston College","0",NA,"Louisville","0","","",67,"Boston College",367,"Louisville"
"461","8","Oct 24 2015","","Sat","Bowling Green State","0",NA,"Kent State","0","","",71,"Bowling Green",331,"Kent State"
"462","8","Oct 24 2015","","Sat","Central Michigan","0",NA,"Ball State","0","","",129,"Central Michigan",47,"Ball State"
"463","8","Oct 24 2015","","Sat","Clemson","0",NA,"Miami (FL)","0","","",147,"Clemson",415,"Miami (Florida)"
"464","8","Oct 24 2015","","Sat","Colorado","0",NA,"Oregon State","0","","",157,"Colorado",528,"Oregon State"
"465","8","Oct 24 2015","","Sat","Connecticut","0",NA,"Cincinnati","0","","",164,"Connecticut",140,"Cincinnati"
"466","8","Oct 24 2015","","Sat","Duke","0",NA,"Virginia Tech","0","","",193,"Duke",742,"Virginia Tech"
"467","8","Oct 24 2015","","Sat","Eastern Michigan","0",NA,"Northern Illinois","0","","",204,"Eastern Michigan",503,"Northern Illinois"
"468","8","Oct 24 2015","","Sat","Florida Atlantic","0",NA,"Texas-El Paso","0","","",229,"Florida Atlantic",704,"UTEP"
"469","8","Oct 24 2015","","Sat","Florida State","0",NA,"Georgia Tech","0","","",234,"Florida State",255,"Georgia Tech"
"470","8","Oct 24 2015","","Sat","Fresno State","0",NA,"Air Force","0","","",96,"Fresno State",721,"Air Force"
"471","8","Oct 24 2015","","Sat","Hawaii","0",NA,"Nevada","0","","",277,"Hawai'i",466,"Nevada"
"472","8","Oct 24 2015","","Sat","Houston","0",NA,"Central Florida","0","","",288,"Houston",128,"UCF"
"473","8","Oct 24 2015","","Sat","Indiana","0",NA,"Michigan State","0","","",306,"Indiana",416,"Michigan State"
"474","8","Oct 24 2015","","Sat","Iowa State","0",NA,"Baylor","0","","",311,"Iowa State",51,"Baylor"
"475","8","Oct 24 2015","","Sat","Kansas","0",NA,"Oklahoma State","0","","",328,"Kansas",521,"Oklahoma State"
"476","8","Oct 24 2015","","Sat","Kansas State","0",NA,"Texas","0","","",327,"Kansas State",703,"Texas"
"477","8","Oct 24 2015","","Sat","Kentucky","0",NA,"Mississippi State","0","","",334,"Kentucky",430,"Mississippi State"
"478","8","Oct 24 2015","","Sat","Louisiana-Monroe","0",NA,"Idaho","0","","",498,"Louisiana-Monroe",295,"Idaho"
"479","8","Oct 24 2015","","Sat","Miami (OH)","0",NA,"Western Michigan","0","","",414,"Miami (Ohio)",774,"Western Michigan"
"480","8","Oct 24 2015","","Sat","Middle Tennessee State","0",NA,"Louisiana Tech","0","","",419,"Middle Tennessee",366,"Louisiana Tech"
"481","8","Oct 24 2015","","Sat","Missouri","0",NA,"Vanderbilt","0","","",434,"Missouri",736,"Vanderbilt"
"482","8","Oct 24 2015","","Sat","New Mexico","0",NA,"San Jose State","0","","",473,"New Mexico",630,"San Jose State"
"483","8","Oct 24 2015","","Sat","North Carolina State","0",NA,"Wake Forest","0","","",490,"North Carolina State",749,"Wake Forest"
"484","8","Oct 24 2015","","Sat","North Texas","0",NA,"Marshall","0","","",497,"North Texas",388,"Marshall"
"485","8","Oct 24 2015","","Sat","Northwestern","0",NA,"Nebraska","0","","",509,"Northwestern",463,"Nebraska"
"486","8","Oct 24 2015","","Sat","Ohio","0",NA,"Buffalo","0","","",519,"Ohio",86,"Buffalo"
"487","8","Oct 24 2015","","Sat","Ohio State","0",NA,"Rutgers","0","","",518,"Ohio State",587,"Rutgers"
"488","8","Oct 24 2015","","Sat","Old Dominion","0",NA,"Florida International","0","","",523,"Old Dominion",231,"Florida International"
"489","8","Oct 24 2015","","Sat","Penn State","0",NA,"Maryland","0","","",539,"Penn State",392,"Maryland"
"490","8","Oct 24 2015","","Sat","Pittsburgh","0",NA,"Syracuse","0","","",545,"Pittsburgh",688,"Syracuse"
"491","8","Oct 24 2015","","Sat","South Alabama","0",NA,"Texas State","0","","",646,"South Alabama",670,"Texas State"
"492","8","Oct 24 2015","","Sat","Southern Methodist","0",NA,"South Florida","0","","",663,"SMU",651,"South Florida"
"493","8","Oct 24 2015","","Sat","Southern Mississippi","0",NA,"UNC Charlotte","0","","",664,"Southern Mississippi",NA,NA
"494","8","Oct 24 2015","","Sat","Tennessee","0",NA,"Alabama","0","","",694,"Tennessee",8,"Alabama"
"495","8","Oct 24 2015","","Sat","Texas A&M","0",NA,"Mississippi","0","","",697,"Texas A&M",433,"Mississippi"
"496","8","Oct 24 2015","","Sat","Texas Tech","0",NA,"Oklahoma","0","","",700,"Texas Tech",522,"Oklahoma"
"497","8","Oct 24 2015","","Sat","Toledo","0",NA,"Massachusetts","0","","",709,"Toledo",400,"Massachusetts"
"498","8","Oct 24 2015","","Sat","Troy","0",NA,"New Mexico State","0","","",716,"Troy",472,"New Mexico State"
"499","8","Oct 24 2015","","Sat","Tulane","0",NA,"Navy","0","","",718,"Tulane",726,"Navy"
"500","8","Oct 24 2015","","Sat","Utah","0",NA,"Southern California","0","","",732,"Utah",657,"USC"
"501","8","Oct 24 2015","","Sat","Utah State","0",NA,"San Diego State","0","","",731,"Utah State",626,"San Diego State"
"502","8","Oct 24 2015","","Sat","Virginia","0",NA,"North Carolina","0","","",746,"Virginia",457,"North Carolina"
"503","8","Oct 24 2015","","Sat","Wagner","0",NA,"Brigham Young","0","","",748,"Wagner",77,"BYU"
"504","8","Oct 24 2015","","Sat","Washington","0",NA,"Stanford","0","","",756,"Washington",674,"Stanford"
"505","8","Oct 24 2015","","Sat","Washington State","0",NA,"Arizona","0","","",754,"Washington State",29,"Arizona"
"506","8","Oct 24 2015","","Sat","Wisconsin","0",NA,"Illinois","0","","",796,"Wisconsin",301,"Illinois"
"507","8","Oct 24 2015","","Sat","Wyoming","0",NA,"Boise State","0","","",811,"Wyoming",66,"Boise State"
"508","9","Oct 29 2015","","Thu","Buffalo","0",NA,"Miami (OH)","0","","",86,"Buffalo",414,"Miami (Ohio)"
"509","9","Oct 29 2015","","Thu","North Carolina","0",NA,"Pittsburgh","0","","",457,"North Carolina",545,"Pittsburgh"
"510","9","Oct 29 2015","","Thu","Oregon","0",NA,"Arizona State","0","","",529,"Oregon",28,"Arizona State"
"511","9","Oct 29 2015","","Thu","Texas State","0",NA,"Georgia Southern","0","","",670,"Texas State",253,"Georgia Southern"
"512","9","Oct 29 2015","","Thu","West Virginia","0",NA,"Texas Christian","0","","",768,"West Virginia",698,"TCU"
"513","9","Oct 29 2015","","Thu","Western Michigan","0",NA,"Eastern Michigan","0","","",774,"Western Michigan",204,"Eastern Michigan"
"514","9","Oct 30 2015","","Fri","East Carolina","0",NA,"Connecticut","0","","",196,"East Carolina",164,"Connecticut"
"515","9","Oct 30 2015","","Fri","Louisville","0",NA,"Wake Forest","0","","",367,"Louisville",749,"Wake Forest"
"516","9","Oct 31 2015","","Sat","Air Force","0",NA,"Hawaii","0","","",721,"Air Force",277,"Hawai'i"
"517","9","Oct 31 2015","","Sat","Arizona","0",NA,"Washington","0","","",29,"Arizona",756,"Washington"
"518","9","Oct 31 2015","","Sat","Boise State","0",NA,"Nevada-Las Vegas","0","","",66,"Boise State",465,"UNLV"
"519","9","Oct 31 2015","","Sat","Central Florida","0",NA,"Cincinnati","0","","",128,"UCF",140,"Cincinnati"
"520","9","Oct 31 2015","","Sat","Central Michigan","0",NA,"Akron","0","","",129,"Central Michigan",5,"Akron"
"521","9","Oct 31 2015","","Sat","Clemson","0",NA,"North Carolina State","0","","",147,"Clemson",490,"North Carolina State"
"522","9","Oct 31 2015","","Sat","Colorado","0",NA,"UCLA","0","","",157,"Colorado",110,"UCLA"
"523","9","Oct 31 2015","","Sat","Florida International","0",NA,"Florida Atlantic","0","","",231,"Florida International",229,"Florida Atlantic"
"524","9","Oct 31 2015","","Sat","Georgia","0",NA,"Florida","0","","",257,"Georgia",235,"Florida"
"525","9","Oct 31 2015","","Sat","Georgia State","0",NA,"Arkansas State","0","","",254,"Georgia State",30,"Arkansas State"
"526","9","Oct 31 2015","","Sat","Georgia Tech","0",NA,"Virginia","0","","",255,"Georgia Tech",746,"Virginia"
"527","9","Oct 31 2015","","Sat","Idaho","0",NA,"New Mexico State","0","","",295,"Idaho",472,"New Mexico State"
"528","9","Oct 31 2015","","Sat","Illinois","0",NA,"Penn State","0","","",301,"Illinois",539,"Penn State"
"529","9","Oct 31 2015","","Sat","Louisiana Tech","0",NA,"Rice","0","","",366,"Louisiana Tech",574,"Rice"
"530","9","Oct 31 2015","","Sat","Louisiana-Monroe","0",NA,"Louisiana-Lafayette","0","","",498,"Louisiana-Monroe",671,"Louisiana-Lafayette"
"531","9","Oct 31 2015","","Sat","Marshall","0",NA,"UNC Charlotte","0","","",388,"Marshall",NA,NA
"532","9","Oct 31 2015","","Sat","Maryland","0",NA,"Iowa","0","","",392,"Maryland",312,"Iowa"
"533","9","Oct 31 2015","","Sat","Massachusetts","0",NA,"Ball State","0","","",400,"Massachusetts",47,"Ball State"
"534","9","Oct 31 2015","","Sat","Miami (FL)","0",NA,"Duke","0","","",415,"Miami (Florida)",193,"Duke"
"535","9","Oct 31 2015","","Sat","Michigan","0",NA,"Minnesota","0","","",418,"Michigan",428,"Minnesota"
"536","9","Oct 31 2015","","Sat","Mississippi","0",NA,"Auburn","0","","",433,"Mississippi",37,"Auburn"
"537","9","Oct 31 2015","","Sat","Nebraska","0",NA,"Purdue","0","","",463,"Nebraska",559,"Purdue"
"538","9","Oct 31 2015","","Sat","Notre Dame","0",NA,"Temple","0","","",513,"Notre Dame",690,"Temple"
"539","9","Oct 31 2015","","Sat","Oklahoma","0",NA,"Kansas","0","","",522,"Oklahoma",328,"Kansas"
"540","9","Oct 31 2015","","Sat","Oklahoma State","0",NA,"Texas Tech","0","","",521,"Oklahoma State",700,"Texas Tech"
"541","9","Oct 31 2015","","Sat","Oregon State","0",NA,"Utah","0","","",528,"Oregon State",732,"Utah"
"542","9","Oct 31 2015","","Sat","Rutgers","0",NA,"Wisconsin","0","","",587,"Rutgers",796,"Wisconsin"
"543","9","Oct 31 2015","","Sat","San Diego State","0",NA,"Colorado State","0","","",626,"San Diego State",156,"Colorado State"
"544","9","Oct 31 2015","","Sat","South Carolina","0",NA,"Texas A&M","0","","",648,"South Carolina",697,"Texas A&M"
"545","9","Oct 31 2015","","Sat","South Florida","0",NA,"Navy","0","","",651,"South Florida",726,"Navy"
"546","9","Oct 31 2015","","Sat","Southern California","0",NA,"California","0","","",657,"USC",107,"California"
"547","9","Oct 31 2015","","Sat","Stanford","0",NA,"Washington State","0","","",674,"Stanford",754,"Washington State"
"548","9","Oct 31 2015","","Sat","Syracuse","0",NA,"Florida State","0","","",688,"Syracuse",234,"Florida State"
"549","9","Oct 31 2015","","Sat","Tennessee","0",NA,"Kentucky","0","","",694,"Tennessee",334,"Kentucky"
"550","9","Oct 31 2015","","Sat","Tennessee-Martin","0",NA,"Arkansas","0","","",695,"Tennessee-Martin",31,"Arkansas"
"551","9","Oct 31 2015","","Sat","Texas","0",NA,"Iowa State","0","","",703,"Texas",311,"Iowa State"
"552","9","Oct 31 2015","","Sat","Texas-El Paso","0",NA,"Southern Mississippi","0","","",704,"UTEP",664,"Southern Mississippi"
"553","9","Oct 31 2015","","Sat","Texas-San Antonio","0",NA,"North Texas","0","","",706,"UTSA",497,"North Texas"
"554","9","Oct 31 2015","","Sat","Troy","0",NA,"Appalachian State","0","","",716,"Troy",27,"Appalachian State"
"555","9","Oct 31 2015","","Sat","Tulane","0",NA,"Memphis","0","","",718,"Tulane",404,"Memphis"
"556","9","Oct 31 2015","","Sat","Tulsa","0",NA,"Southern Methodist","0","","",719,"Tulsa",663,"SMU"
"557","9","Oct 31 2015","","Sat","Vanderbilt","0",NA,"Houston","0","","",736,"Vanderbilt",288,"Houston"
"558","9","Oct 31 2015","","Sat","Virginia Tech","0",NA,"Boston College","0","","",742,"Virginia Tech",67,"Boston College"
"559","9","Oct 31 2015","","Sat","Western Kentucky","0",NA,"Old Dominion","0","","",772,"Western Kentucky",523,"Old Dominion"
"560","9","Oct 31 2015","","Sat","Wyoming","0",NA,"Utah State","0","","",811,"Wyoming",731,"Utah State"
"561","10","Nov 3 2015","","Tue","Northern Illinois","0",NA,"Toledo","0","","",503,"Northern Illinois",709,"Toledo"
"562","10","Nov 4 2015","","Wed","Ohio","0",NA,"Bowling Green State","0","","",519,"Ohio",71,"Bowling Green"
"563","10","Nov 5 2015","","Thu","Arkansas State","0",NA,"Appalachian State","0","","",30,"Arkansas State",27,"Appalachian State"
"564","10","Nov 5 2015","","Thu","Ball State","0",NA,"Western Michigan","0","","",47,"Ball State",774,"Western Michigan"
"565","10","Nov 5 2015","","Thu","Baylor","0",NA,"Kansas State","0","","",51,"Baylor",327,"Kansas State"
"566","10","Nov 5 2015","","Thu","Buffalo","0",NA,"Kent State","0","","",86,"Buffalo",331,"Kent State"
"567","10","Nov 5 2015","","Thu","Mississippi State","0",NA,"Missouri","0","","",430,"Mississippi State",434,"Missouri"
"568","10","Nov 6 2015","","Fri","Temple","0",NA,"Southern Methodist","0","","",690,"Temple",663,"SMU"
"569","10","Nov 7 2015","","Sat","Akron","0",NA,"Massachusetts","0","","",5,"Akron",400,"Massachusetts"
"570","10","Nov 7 2015","","Sat","Arizona","0",NA,"Southern California","0","","",29,"Arizona",657,"USC"
"571","10","Nov 7 2015","","Sat","Arizona State","0",NA,"Washington State","0","","",28,"Arizona State",754,"Washington State"
"572","10","Nov 7 2015","","Sat","Arkansas","0",NA,"Mississippi","0","","",31,"Arkansas",433,"Mississippi"
"573","10","Nov 7 2015","","Sat","Army","0",NA,"Air Force","0","","",725,"Army",721,"Air Force"
"574","10","Nov 7 2015","","Sat","Auburn","0",NA,"Texas A&M","0","","",37,"Auburn",697,"Texas A&M"
"575","10","Nov 7 2015","","Sat","Brigham Young","0",NA,"San Jose State","0","","",77,"BYU",630,"San Jose State"
"576","10","Nov 7 2015","","Sat","California","0",NA,"Oregon","0","","",107,"California",529,"Oregon"
"577","10","Nov 7 2015","","Sat","Central Florida","0",NA,"Tulsa","0","","",128,"UCF",719,"Tulsa"
"578","10","Nov 7 2015","","Sat","Cincinnati","0",NA,"Houston","0","","",140,"Cincinnati",288,"Houston"
"579","10","Nov 7 2015","","Sat","Colorado State","0",NA,"Wyoming","0","","",156,"Colorado State",811,"Wyoming"
"580","10","Nov 7 2015","","Sat","Connecticut","0",NA,"Tulane","0","","",164,"Connecticut",718,"Tulane"
"581","10","Nov 7 2015","","Sat","Duke","0",NA,"North Carolina","0","","",193,"Duke",457,"North Carolina"
"582","10","Nov 7 2015","","Sat","Eastern Michigan","0",NA,"Miami (OH)","0","","",204,"Eastern Michigan",414,"Miami (Ohio)"
"583","10","Nov 7 2015","","Sat","Florida Atlantic","0",NA,"Western Kentucky","0","","",229,"Florida Atlantic",772,"Western Kentucky"
"584","10","Nov 7 2015","","Sat","Florida State","0",NA,"Clemson","0","","",234,"Florida State",147,"Clemson"
"585","10","Nov 7 2015","","Sat","Hawaii","0",NA,"Nevada-Las Vegas","0","","",277,"Hawai'i",465,"UNLV"
"586","10","Nov 7 2015","","Sat","Idaho","0",NA,"South Alabama","0","","",295,"Idaho",646,"South Alabama"
"587","10","Nov 7 2015","","Sat","Illinois","0",NA,"Purdue","0","","",301,"Illinois",559,"Purdue"
"588","10","Nov 7 2015","","Sat","Iowa","0",NA,"Indiana","0","","",312,"Iowa",306,"Indiana"
"589","10","Nov 7 2015","","Sat","Iowa State","0",NA,"Oklahoma","0","","",311,"Iowa State",522,"Oklahoma"
"590","10","Nov 7 2015","","Sat","Kansas","0",NA,"Texas","0","","",328,"Kansas",703,"Texas"
"591","10","Nov 7 2015","","Sat","Kentucky","0",NA,"Georgia","0","","",334,"Kentucky",257,"Georgia"
"592","10","Nov 7 2015","","Sat","Louisiana State","0",NA,"Alabama","0","","",365,"LSU",8,"Alabama"
"593","10","Nov 7 2015","","Sat","Louisiana-Lafayette","0",NA,"Georgia State","0","","",671,"Louisiana-Lafayette",254,"Georgia State"
"594","10","Nov 7 2015","","Sat","Louisiana-Monroe","0",NA,"Troy","0","","",498,"Louisiana-Monroe",716,"Troy"
"595","10","Nov 7 2015","","Sat","Marshall","0",NA,"Middle Tennessee State","0","","",388,"Marshall",419,"Middle Tennessee"
"596","10","Nov 7 2015","","Sat","Michigan State","0",NA,"Nebraska","0","","",416,"Michigan State",463,"Nebraska"
"597","10","Nov 7 2015","","Sat","Minnesota","0",NA,"Ohio State","0","","",428,"Minnesota",518,"Ohio State"
"598","10","Nov 7 2015","","Sat","Navy","0",NA,"Memphis","0","","",726,"Navy",404,"Memphis"
"599","10","Nov 7 2015","","Sat","Nevada","0",NA,"Fresno State","0","","",466,"Nevada",96,"Fresno State"
"600","10","Nov 7 2015","","Sat","New Mexico State","0",NA,"Texas State","0","","",472,"New Mexico State",670,"Texas State"
"601","10","Nov 7 2015","","Sat","North Carolina State","0",NA,"Boston College","0","","",490,"North Carolina State",67,"Boston College"
"602","10","Nov 7 2015","","Sat","North Texas","0",NA,"Louisiana Tech","0","","",497,"North Texas",366,"Louisiana Tech"
"603","10","Nov 7 2015","","Sat","Notre Dame","0",NA,"Pittsburgh","0","","",513,"Notre Dame",545,"Pittsburgh"
"604","10","Nov 7 2015","","Sat","Old Dominion","0",NA,"Texas-San Antonio","0","","",523,"Old Dominion",706,"UTSA"
"605","10","Nov 7 2015","","Sat","Penn State","0",NA,"Northwestern","0","","",539,"Penn State",509,"Northwestern"
"606","10","Nov 7 2015","","Sat","Rice","0",NA,"Texas-El Paso","0","","",574,"Rice",704,"UTEP"
